question,answer,question_type,skills,answer_type
what were the percentages of variation of respondents who reported french as their mother tongue in newfoundland and labrador and those in british columbia respectively?,<11.2>\,Intersection,Counting,Number
among households who had internet access at home\,what was the percentage of those who had less than one internet-enabled device per household member.,Simple,No skill,Person
among households in the lowest income quartile\,what was the percentage of those who had less than one internet-enabled device for each household member?,Simple,Superlative,Person
among households in the highest income quartile\,what was the percentage of those who had less than one device per household member?,Simple,Superlative,Person
who were less likely to have less than one device per household member\,households in the third quartile or those in the lowest quartile?,Simple,Comparative;Filtering numeric,Person
in 2014\,what were the percentages of couples and lone parents in canada respectively?,Simple,No skill,Person
what was the percentage of family units with children aged less than 16 in 1976?,38.6,Composition,Comparative;Filtering numeric;Filtering entity,Number
who were the youngest on average\,stay-at-home mothers or single-earner mothers or mothers who were part of a dual-earner couple?,Simple,No skill,Person
what were the average ages of stay-at-home mothers and single-earner mothers and mothers who were in a dual-earning couple respectively?,<36.6>\,Intersection,Average,Number
who were the most likely to have younger children\,stay-at-home mothers or single-earner mothers or mothers who were part of a dual-earner couple?,Simple,Superlative,Person
what was the percentage of stay-at-home mothers who had at least one child under the age of 5 at home?,57.7,Simple,Superlative;Filtering numeric,Number
what were the percentages of single-earner mothers and dual-earner mothers who had at least one child under the age of 5 at home respectively?,<36.1>\,Intersection,Superlative;Filtering numeric,Number
what was the multiple relationship between stay-at-home mothers and single-earner mothers\,dual-earner mothers who had more than two children under 16.,Simple,No skill,Person
who were the most likely to have lower levels of education(less than high school)?,stay-at-home,Simple,Superlative,Unknown
what was the percentage of stay-at-home mothers who had a high school diploma or less.,41,Simple,Counting,Number
what were the percentages of single-earner mothers and dual-earner mothers who had a high school diploma or less respectively?,<27.5>\,Simple,Counting,Number
in 2014\,what was the percentage of stay-at-home fathers who worked in 2013?,Simple,Filtering time,Date
what was the percentage of stay-at-home mothers who were employed in sales and service occupations.,36.3,Intersection,Counting,Number
what were the percentages ofsingle-earner mothers and dual-earning mothers who were employed in sales and service occupations respectively?,<25.6>\,Simple,Counting,Number
who were more likely to be working in health-related occupations and occupations in social science\, education\,Intersection,No skill,Unknown
who were the most likely to have lower levels of education(less than high school) of fathers?,stay-at-home,Simple,Superlative,Unknown
what was the percentage of stay-at-home fathers who had a high school diploma or less?,44.5,Simple,Counting,Number
what were the percentages of single-earner fathers and dual-earner fathers who had a high school diploma or less respectively?,<32.9>\,Simple,Counting,Number
what were the percentages of stay-at-home fathers who were in trades\, transport and equipment operator and related occupations\,Simple,No skill,Person
what were the percentages of single-earner fathers and dual-earner fathers who were employed in management occupations\, or in natural and applied sciences or in business\,Intersection,No skill,Person
who were more likely to be working in the public sector\, dual-earner fathers or other fathers?,Simple,No skill,Person
which school had higher student-teacher ratio\, private schools or public schools?,Simple,No skill,Person
which school had higher average annual number of instructional hours\,private schools or public schools?,Simple,Average;Counting,Person
which school had larger average enrolment\, private schools or public schools?,Simple,Average,Person
which school was more likely to be sectarian\,private schools or public schools?,Simple,No skill,Person
what were the percentages of principals believed that low teacher expectations of students did not hinder learning at all in the private sector and public sector respectively?,<0.716>\,Composition,Negation,Number
