question,answer,question_type,skills,answer_type
How much memory and storage does the second generation Chromecast have?,Chromecast (2nd generation) contains 512 MB DDR3L RAM and 256 MB storage.,Simple,Ordinal,Person
In what categories was the ML 86X an improvement from the ML 868?,ML86X was larger than the ML 868 and had a length of 920 feet\,Simple,No skill,Person
What was the population change in Shapinsay from 1991 to 2001?,In 2001\,Simple,Filtering time,Date
What are the names of players and the number of picks that was drafted in 2009 respectively?,Graham\,Composition,Counting,Unknown
What athletes on the Refugee Olympic Team are from the Democratic Republic of Congo and what were their host countries?,Both Popole Misenga and Yolande Mabika are from the Democratic Republic of Congo and host NOC in Brazil.,Intersection,No skill,Person
How does South Korea rank in comparison to other countries in different categories of gender inequality?,In comparison to other countries\,Simple,Unique,Person
For which conference did the Gannon University and Mercyhurst College leave for the Great Lakes Intercollegiate Athletic Conference?,Gannon University and Mercyhurst College left the GLIAC for the Pennsylvania State Athletic Conference in 2008.,Intersection,Filtering time,Date
How big is Yuet Wu Villa and when was it built?,Yuet Wu Villa comprises 15 blocks consisting of 3\,Simple,Filtering time,Person
How did Han Yueshuang do in the Women's 1000 m event?,In the women's 1000 metres\,Simple,Filtering time,Date
What was the total revenue of the Piedmont train in 2016 compared to its previous year?,The Piedmont (train) had a total revenue of $3\,Simple,Aggregation,Person
At what altitude are Site 2's located?,Site 2's are located at an altitude of 1\,Simple,No skill,Person
In which group did Mechanicsburg High School Marching Band hold the records and when did those happen?,Mechanicsburg High School Marching Band achieved the Group III highest-score record (98.80 in 2005 and 2007) and the Group IV record (98.80 in 1994).,Intersection,Filtering time,Date
Which were the coaches of the Washington Huskies football between 1917 and 1920 included\, and what were their records?,Intersection,No skill,Person
When were Leyla Erbil's novels Karanlığın Günü (The Day of Darkness) and Mektup Aşkları (Love Letters) published respectively?,Leyla Erbil's novels Karanlığın Günü (The Day of Darkness) and Mektup Aşkları (Love letters) were published in 1985 and 1988.,Intersection,Filtering time,Date
Which team won more championships\, United or Liverpool?,Simple,No skill,Person
What is the change of the tallest building in 1974?,The Keio Plaza Hotel tower was the tallest building until 1974\,Simple,Filtering time,Date
Which singles did Lian Ross release in 2005 and 2009?,Lian Ross's singles Never Gonna Lose released on ZYX in 2005 and Young Hearts Run Free released on Blanco y Negro in 2009.,Intersection,Filtering time,Date
Did Pollara Cobb improve in the 100 metres event after the preliminaries?,In the women's 100 metres event\,Simple,Comparative;Filtering time,Person
What were the circumstances of William Edward Phillips's first tenure as governor of Penang?,On the death of Charles Andrew Bruce\,Simple,Ordinal,Person
When were Raffaello MPLM's first and third launches? What are the corresponding missions and orbiters?,Raffaello MPLM was first launched on 19 April 2001\,Simple,Ordinal,Date
What ITU-T Number is used for Attribute types and object classes?,X.520 and X.521 is for attributes and object classes.,Simple,No skill,Person
In 2007\, what were Ben Utecht's statistics in terms of receptions\,Simple,No skill,Person
Who were the second and third picks and what teams were they drafted by?,The Tampa Bay Lightning drafted the second pick defenceman Victor Hedman from Modo Hockey of the SEL\,Simple,Ordinal,Person
What are the models and peak power that the VW Corrado debuted with in 1989?,The Corrado debuted with a 1.8 16-valve delivering 136 PS (100 kW; 134 hp) and a 1.8 eight valve G60 delivering 160 PS (118 kW; 158 hp).,Composition,Filtering entity,Person
How did Bethel do in 2007 for the team UCLA?,In 2007\,Simple,Filtering time,Date
Which UTA 70 Class trailer cars were rebuilt as DBSO\, and when were they rebuilt\,Simple,No skill,Person
How many viewers in the UK watched each part of The Debt when they were first aired?,The first part drew 5.08 million viewers\,Simple,Ordinal;Counting,Person
Which companies own stations WFRB-FM 105.3\, WRQE 106.1\,Simple,Counting,Number
What is the change of Peruvian-born population from 2010 to 2011 in Italy?,Italy had 225\,Simple,No skill,Person
What did the Ravens decided to do with their selections in 2018?,The Ravens traded their first- and sixth-round selections (215th) to Tennessee.,Composition,Filtering entity,Person
Who was in the first and second positions in the 2018 Santiago ePrix\, and what was the difference between their times?,Intersection,Ordinal,Person
What was Thomas Huyck's role in the founding of Jesus College\, Oxford?,Simple,No skill,Unknown
Who were the caliphal governors of Sind from 711-717 and what happened to them?,Habib was appointed to the province of al-Sind\,Intersection,No skill,Person
What series did Kaye feature in during 1962?,In 1962\,Simple,Filtering time,Date
What were the prime movers and power outputs of the E8 and E9 models?,The E8 had V567B engines (2\,Simple,Counting,Number
In what production and at what theatre did Felicity Jones act in 2007?,In 2007\,Intersection,Filtering time,Date
What were the names and positions of the players who joined Schalke in May 2017?,On May 22\,Intersection,Filtering time,Date
What GMA film did Sam play in 2010?,In 2010\,Simple,Filtering time,Date
When did William & Mary Tribe compete in two NCAA championships\, and what were the results?,Simple,No skill,Person
When did Tim Tebow win the trophy?,Florida Gators Tim Tebow received the trophy in 2008 and again in the following year\,Simple,Filtering time,Date
What are number-one Billboard Christian albums by Jeremy Camp?,The number-one Billboard Christian albums by Jeremy Camp include Speaking Louder Than Before and We Cry Out: The Worship Project,Simple,No skill,Person
What routes does UCAT provide service to on the E\, S\,Simple,No skill,Unknown
Who are the 2016-2017 Slovak First Football League teams?,The 2016–17 Slovak First Football League Teams are AS Trenčín\,Intersection,Ordinal,Date
What is Malaysia's Human Development Index?,Malaysia has Human Development Index (HDI) of 0.789\,Simple,No skill,Person
Who came in first and second in the 2017 UCI World Tour\, and what was the points difference between the two?,Intersection,Ordinal,Person
Which country has more peaks?,3 out of 4 peaks are located in India: Anamudi\,Simple,No skill,Person
How was Game of Games aired in Australia?,In Australia\,Simple,No skill,Person
When was It Never Rains in Southern California released?,Albert Hammond made It Never Rains in Southern California in 1972 which peaked at #5 in the US.,Simple,Negation;Filtering time,Date
What film did Denise Di Novi direct in 2017？,In 2017\,Simple,Filtering time,Date
In 2014\, which film did Avantika Mishra star in?,Simple,No skill,Person
How many surviving Avro Vulcans aircraft are still kept in taxiable condition?,XL426 and XM655 are the surviving Vulcans\,Simple,Counting,Person
What position did Bruno Bruins have in the Third Rutte Cabinet?,Bruno Bruins was appointed as Minister for Medical Care in the Third Rutte cabinet.,Simple,Negation;Ordinal,Person
After finishing which theatre play for a year\, which show did Mientus appear in at the Mark Taper Forum?,Simple,No skill,Person
How much of the total prize money did the winner of the 2016 FFA Cup receive?,The winner of the FFA Cup received $50\,Simple,Aggregation,Person
What's Jonathan Chimier's record in the 60 metres?,Jonathan Chimier recorded a time of 6.68 seconds in the 60 metres event in 23 February 2003.,Simple,Filtering time,Date
Who was the first person to break Jim Ryun's mile record\, and when and where did it take place?,Simple,Ordinal,Person
How successful was Ted Hewitt in 1995 as a songwriter?,In 1995\,Simple,Filtering time,Date
Is the B75 locomative rare in the fact that it serves Consolidated Rail Leasing?,Along with 4911 and the two BRM locomotives\,Simple,Filtering time,Date
How has the United States done against the International team overall in the President's Cup?,The United States have scored a total of 216 points to the International team's 176.,Simple,Aggregation,Person
What was the new 100 m record as of 1988?,In 1988\,Simple,Filtering time,Date
Who replaced General Jehangir Karamat\, and what year as the Pakistan Ambassador to the US?,Simple,No skill,Person
What achievements do Edwin Valero have?,Edwin Valero was an undefeated former world champion in two weight classes at the time of his death\,Simple,No skill,Person
Which players joined in August 2018?,On August 31\,Simple,Filtering time,Date
What was the final percentage of For votes and percentage turnout for the 1970 Senegalese prime ministerial referendum?,The result was 99.96% of voters in favour\,Intersection,No skill,Person
What happened to most of the TB 114-class torpedo boats?,The boats TB 114\,Simple,Superlative,Person
What album did Old 97's release in the year 1994 and 1995 for Idol Records?,In 1994\,Intersection,Filtering time,Date
What were the rankings and rating of The Fugitive in its first 2 years?,In its debut season\,Intersection,Ordinal,Person
Which episodes of Sex in the City season 1 did Matthew Harrison direct?,Matthew Harrison directed episodes 1X11 and 1X12 of Sex and the City.,Simple,No skill,Person
What location were the POSVs preserved?,Two POSVs\,Simple,No skill,Person
How did United Arab Emirates do in Group D? Which teams did they lose to and for what score?,In Group D\,Intersection,No skill,Person
What is the tallest building in Kuwait?,The tallest building in Kuwait is the 80 floor Al Hamra Firdous Tower\,Simple,No skill,Person
Which Toronto Rock players won awards in 2002?,Blaine Manning was named Rookie of the Year\,Simple,No skill,Person
What were Jacky Jasper's guest appearances?,Jacky Jasper appeared in Keith's 1999 album First Come\,Simple,Filtering time,Date
In what years did Karl Platt appear on the Bulls Team?,The Bulls Team of Karl Platt and Stefan Sahm won the Cape Epic in 2007\,Simple,Filtering time,Date
