label,count,parent,id
and,1,did/cdsa,did/cdsa/and
conlon,1,did/tom,did/tom/conlon
smino,1,how/did,how/did/smino
motion,1,what,what/motion
pictures,1,what/motion,what/motion/pictures
sian,1,when/did,when/did/sian
cdsa,1,did,did/cdsa
president,1,who/did,who/did/president
as,1,who/qualified,who/qualified/as
made,1,which/year,which/year/made
to,1,which/continued,which/continued/to
allen,1,who/did,who/did/allen
television,1,in/which,in/which/television
japan,1,in/which,in/which/japan
soccer,1,which,which/soccer
club,1,which/soccer,which/soccer/club
woolwich,1,how/many,how/many/woolwich
bush,1,who/did,who/did/bush
michael,1,did,did/michael
norman,1,did/michael,did/michael/norman
stewart,1,when/did,when/did/stewart
daisurami,1,what/was,what/was/daisurami
nick,1,how/did,how/did/nick
game,1,in/what,in/what/game
panagiotis,1,how/did,how/did/panagiotis
lewis,1,what/was,what/was/lewis
angela,1,what/was,what/was/angela
viggo,1,how/did,how/did/viggo
sang,1,did,did/sang
penari,1,did/sang,did/sang/penari
quietdrive,1,when/did,when/did/quietdrive
reality,1,which,which/reality
show,1,which/reality,which/reality/show
md,1,how/did,how/did/md
portia,1,who/succeeded,who/succeeded/portia
displacement,1,what,what/displacement
borrows,1,which/gendar,which/gendar/borrows
toni,1,how/did,how/did/toni
relation,1,what,what/relation
does,1,what/relation,what/relation/does
receive,1,who,who/receive
the,1,who/receive,who/receive/the
mikko,1,where/did,where/did/mikko
gendar,1,which,which/gendar
2014,1,in/which,in/which/2014
are,1,what/aircrafts,what/aircrafts/are
version,1,what/displacement,what/displacement/version
yoy,1,how/are,how/are/yoy
squadron,1,which,which/squadron
were,1,which/squadron,which/squadron/were
is,1,which/town,which/town/is
occasions,1,what,what/occasions
did,1,what/occasions,what/occasions/did
of,1,which/sense,which/sense/of
won,1,which/album,which/album/won
made,1,which/band,which/band/made
franz,1,what/was,what/was/franz
pooja,1,what/did,what/did/pooja
metro,1,how/many,how/many/metro
sense,1,which,which/sense
srikant,1,how/did,how/did/srikant
spectacular,1,in/which,in/which/spectacular
passerini,1,what/did,what/did/passerini
are,1,which/group,which/group/are
jonathan,1,when/did,when/did/jonathan
tracee,1,what/did,what/did/tracee
andrei,1,how/did,how/did/andrei
seasons,1,in/which,in/which/seasons
broadway,1,what,what/broadway
production,1,what/broadway,what/broadway/production
lavilienie,1,how/has,how/has/lavilienie
big,1,what,what/big
fight,1,what/big,what/big/fight
record,1,did/he,did/he/record
in,1,what/distances,what/distances/in
had,1,which/variable,which/variable/had
marked,1,what,what/marked
the,1,what/marked,what/marked/the
hauger,1,did,did/hauger
do,1,did/hauger,did/hauger/do
storage,1,what,what/storage
space,1,what/storage,what/storage/space
win,1,what/record,what/record/win
luíz,1,where/was,where/was/luíz
zoff,1,how/did,how/did/zoff
railway,1,which/two,which/two/railway
yang,1,what/did,what/did/yang
in,1,what/work,what/work/in
daigle,1,what/was,what/was/daigle
copley,1,what/were,what/were/copley
2015,1,who/s,who/s/2015
certifications,1,what,what/certifications
did,1,what/certifications,what/certifications/did
identified,1,who,who/identified
in,1,which/works,which/works/in
has,1,what/recognition,what/recognition/has
tomohiro,1,what/did,what/did/tomohiro
sadler,1,where/did,where/did/sadler
maxime,1,what/did,what/did/maxime
shvedova,1,what/is,what/is/shvedova
changes,1,what/career,what/career/changes
company,1,which/theatre,which/theatre/company
olutoyin,1,what/was,what/was/olutoyin
as,1,who/identified,who/identified/as
and,1,what/award,what/award/and
aleksandr,1,where/did,where/did/aleksandr
aruna,1,how/was,how/was/aruna
were,1,what/records,what/records/were
sze,1,how/did,how/did/sze
quentin,1,what,what/quentin
tarantino,1,what/quentin,what/quentin/tarantino
steve,1,what/were,what/were/steve
kg,1,how/many,how/many/kg
and,1,what/engine,what/engine/and
reported,1,where,where/reported
memz,1,what,what/memz
do,1,what/memz,what/memz/do
harry,1,what/is,what/is/harry
involved,1,what/was,what/was/involved
ousted,1,who,who/ousted
kenneth,1,who/ousted,who/ousted/kenneth
a,1,who/earned,who/earned/a
the,1,where/reported,where/reported/the
thomas,1,what/did,what/did/thomas
variable,1,which,which/variable
dollars,1,which/million,which/million/dollars
lachanze,1,who/did,who/did/lachanze
million,1,which,which/million
the,1,how/can,how/can/the
kimbrough,1,what/was,what/was/kimbrough
milliond,1,how/many,how/many/milliond
young,1,which,which/young
kathleen,1,who/did,who/did/kathleen
and,1,what/competition,what/competition/and
reported,1,which/year,which/year/reported
sef,1,what/did,what/did/sef
line,1,what,what/line
is,1,what/line,what/line/is
situated,1,is,is/situated
at,1,is/situated,is/situated/at
john,1,what/was,what/was/john
from,1,which/song,which/song/from
fathers,1,which/young,which/young/fathers
mohamad,1,who/is,who/is/mohamad
fiorentina,1,what/was,what/was/fiorentina
jim,1,what/was,what/was/jim
emmy,1,which,which/emmy
golden,1,which/emmy,which/emmy/golden
kiwanuka,1,what/did,what/did/kiwanuka
rudolf,1,who/replaced,who/replaced/rudolf
of,1,what/division,what/division/of
conservative,1,how/did,how/did/conservative
christa,1,how/did,how/did/christa
did,1,what/individual,what/individual/did
operating,1,did,did/operating
2,1,what,what/2
reality,1,what/2,what/2/reality
michal,1,what/was,what/was/michal
in,1,who/performed,who/performed/in
decrease,1,is/a,is/a/decrease
chloe,1,how/did,how/did/chloe
that,1,what/was,what/was/that
kannada,1,which/2014,which/2014/kannada
the,1,who/lost,who/lost/the
2011,1,what,what/2011
2013,1,what/2011,what/2011/2013
ichizo,1,when/did,when/did/ichizo
andy,1,how/did,how/did/andy
flings,1,what/was,what/was/flings
colonias,1,which/3,which/3/colonias
tatra,1,how/many,how/many/tatra
to,1,when/compared,when/compared/to
compared,1,when,when/compared
role,1,what/film,what/film/role
expenditures,1,did/operating,did/operating/expenditures
vryr,1,is,is/vryr
more,1,is/vryr,is/vryr/more
ivo,1,when/did,when/did/ivo
adam,1,who/scored,who/scored/adam
bobby,1,what/was,what/was/bobby
claudia,1,how/did,how/did/claudia
video,1,what,what/video
game,1,what/video,what/video/game
l,1,which/2011,which/2011/l
workers,1,which/country,which/country/workers
are,1,which/firms,which/firms/are
circulated,1,which,which/circulated
united,1,which/circulated,which/circulated/united
samal,1,what/was,what/was/samal
decline,1,is/a,is/a/decline
all,1,who/manufactured,who/manufactured/all
pritam,1,who/did,who/did/pritam
bmw,1,which,which/bmw
5,1,which/bmw,which/bmw/5
firms,1,which,which/firms
did,1,what/total,what/total/did
michielin,1,how/was,how/was/michielin
teams,1,what/three,what/three/teams
bobby,1,how/did,how/did/bobby
gary,1,what/team,what/team/gary
charleston,1,which,which/charleston
buses,1,which/charleston,which/charleston/buses
1994,1,which,which/1994
pj,1,which/1994,which/1994/pj
were,1,what/percentages,what/percentages/were
luis,1,how/did,how/did/luis
franz,1,when/did,when/did/franz
pixie,1,which,which/pixie
lott,1,which/pixie,which/pixie/lott
total,1,how/man,how/man/total
friedkin,1,how/did,how/did/friedkin
top,1,what,what/top
ten,1,what/top,what/top/ten
1984,1,how/many,how/many/1984
liza,1,what/were,what/were/liza
transit,1,which/nj,which/nj/transit
up,1,how/far,how/far/up
by,1,which/tracks,which/tracks/by
c,1,what/was,what/was/c
stephen,1,what/were,what/were/stephen
does,1,what/speed,what/speed/does
madaí,1,where/did,where/did/madaí
household,1,which,which/household
managed,1,who,who/managed
the,1,who/managed,who/managed/the
raevyn,1,how/did,how/did/raevyn
do,1,how,how/do
one,1,how/do,how/do/one
hanne,1,how/did,how/did/hanne
improved,1,who,who/improved
to,1,who/improved,who/improved/to
bill,1,what/was,what/was/bill
ricky,1,what/were,what/were/ricky
classic,1,what,what/classic
was,1,what/classic,what/classic/was
labour,1,which,which/labour
representative,1,which/labour,which/labour/representative
earned,1,which/film,which/film/earned
joe,1,what/was,what/was/joe
aditi,1,how/has,how/has/aditi
mathematics,1,which/composite,which/composite/mathematics
marathons,1,which/full,which/full/marathons
composite,1,which,which/composite
higher,1,who/scored,who/scored/higher
neeraj,1,how/did,how/did/neeraj
short,1,which,which/short
film,1,which/short,which/short/film
income,1,which/household,which/household/income
discography,1,which,which/discography
singles,1,which/discography,which/discography/singles
broncos,1,who/was,who/was/broncos
respectively,1,what/years,what/years/respectively
percent,1,how/much,how/much/percent
people,1,which/group,which/group/people
did,1,which/parties,which/parties/did
fourth,1,which,which/fourth
division,1,which/fourth,which/fourth/division
fatso,1,who/voiced,who/voiced/fatso
andrey,1,who/was,who/was/andrey
music,1,which,which/music
awards,1,which/music,which/music/awards
mubarak,1,when/was,when/was/mubarak
tenth,1,who/was,who/was/tenth
have,1,which/league,which/league/have
laurent,1,how/did,how/did/laurent
rivera,1,when/was,when/was/rivera
eddie,1,what/was,what/was/eddie
directed,1,which/show,which/show/directed
and,1,what/dates,what/dates/and
television,1,what/2010,what/2010/television
batc,1,which,which/batc
or,1,which/batc,which/batc/or
daria,1,what/was,what/was/daria
javelin,1,what,what/javelin
throw,1,what/javelin,what/javelin/throw
ndama,1,how/did,how/did/ndama
jet,1,does/the,does/the/jet
ad,1,what/was,what/was/ad
cartoon,1,when/did,when/did/cartoon
139,1,who/made,who/made/139
feitosa,1,how/did,how/did/feitosa
luchia,1,where/did,where/did/luchia
seat,1,what,what/seat
replaced,1,what/seat,what/seat/replaced
nivedhitha,1,what/was,what/was/nivedhitha
sass,1,where/did,where/did/sass
liang,1,where/did,where/did/liang
boba,1,who/played,who/played/boba
holly,1,where/did,where/did/holly
families,1,how/many,how/many/families
bob,1,what/were,what/were/bob
people,1,which/sex,which/sex/people
theatre,1,what/other,what/other/theatre
a,1,who/completed,who/completed/a
do,1,which/album,which/album/do
an,1,who/completed,who/completed/an
corbett,1,what/was,what/was/corbett
_______,1,who/have,who/have/_______
did,1,what/league,what/league/did
intended,1,which/class,which/class/intended
engine,1,in/what,in/what/engine
sham,1,who/played,who/played/sham
caroline,1,where/did,where/did/caroline
akinori,1,when/did,when/did/akinori
juana,1,what/was,what/was/juana
you,1,what/would,what/would/you
replaced,1,what,what/replaced
it,1,what/replaced,what/replaced/it
ranked,1,which/class,which/class/ranked
50,1,which/of,which/of/50
fred,1,what/was,what/was/fred
hold,1,which/shows,which/shows/hold
number,1,what/number,what/number/number
japan,1,who/scored,who/scored/japan
single,1,who/s,who/s/single
gillis,1,who/did,who/did/gillis
rahul,1,where/did,where/did/rahul
acp,1,who/played,who/played/acp
after,1,who/ranked,who/ranked/after
signed,1,who,who/signed
ole,1,who/signed,who/signed/ole
nevada,1,who/won,who/won/nevada
olympics,1,how/many,how/many/olympics
israel,1,when/has,when/has/israel
8701,1,where/was,where/was/8701
the,1,what/series,what/series/the
habiba,1,where/was,where/was/habiba
at,1,which/competition,which/competition/at
t,1,when/did,when/did/t
voice,1,who,who/voice
the,1,who/voice,who/voice/the
from,1,what/single,what/single/from
will,1,what/dates,what/dates/will
tyler,1,when/was,when/was/tyler
storms,1,how/many,how/many/storms
al,1,what/did,what/did/al
angela,1,who/played,who/played/angela
were,1,which/sources,which/sources/were
magritte,1,how/many,how/many/magritte
were,1,what/albums,what/albums/were
glen,1,which,which/glen
campbell,1,which/glen,which/glen/campbell
rondell,1,how/did,how/did/rondell
for,1,what/results,what/results/for
elliott,1,how/did,how/did/elliott
kent,1,who/did,who/did/kent
sophie,1,how/did,how/did/sophie
box,1,how/did,how/did/box
commonwealth,1,what,what/commonwealth
games,1,what/commonwealth,what/commonwealth/games
konstanty,1,how/did,how/did/konstanty
sources,1,which,which/sources
to,1,are/related,are/related/to
inga,1,what/was,what/was/inga
silver,1,who/won,who/won/silver
toed,1,who,who/toed
for,1,who/toed,who/toed/for
did,1,which/class,which/class/did
ended,1,what/age,what/age/ended
ray,1,who/did,who/did/ray
electorates,1,how/many,how/many/electorates
glenelg,1,who/defeated,who/defeated/glenelg
sandi,1,what/was,what/was/sandi
montoya,1,who/joined,who/joined/montoya
gaëtan,1,who/did,who/did/gaëtan
soundtrack,1,what,what/soundtrack
was,1,what/soundtrack,what/soundtrack/was
battle,1,who/did,who/did/battle
cyclones,1,which,which/cyclones
were,1,which/cyclones,which/cyclones/were
gave,1,what/score,what/score/gave
fatma,1,who/did,who/did/fatma
preceeded,1,what/singles,what/singles/preceeded
got7,1,who/hosted,who/hosted/got7
vienna,1,which/rockstar,which/rockstar/vienna
lga,1,does/the,does/the/lga
retief,1,where/did,where/did/retief
was,1,what/programs,what/programs/was
barbadian,1,what/were,what/were/barbadian
ba,1,did/the,did/the/ba
years,1,which/model,which/model/years
mendy,1,did/ferland,did/ferland/mendy
alex,1,who/did,who/did/alex
do,1,what/percentage,what/percentage/do
michelle,1,which,which/michelle
rodriguez,1,which/michelle,which/michelle/rodriguez
selections,1,what,what/selections
did,1,what/selections,what/selections/did
power,1,how/many,how/many/power
refugee,1,who/represented,who/represented/refugee
johnny,1,where/did,where/did/johnny
lennox,1,what/was,what/was/lennox
ferland,1,did,did/ferland
manuel,1,where/did,where/did/manuel
edwards,1,did/jonathan,did/jonathan/edwards
mario,1,what,what/mario
song,1,what/mario,what/mario/song
anna,1,who/voiced,who/voiced/anna
as,1,who,who/as
the,1,who/as,who/as/the
division,1,which/first,which/first/division
rockstar,1,which,which/rockstar
hussain,1,what/was,what/was/hussain
90sr,1,what/is,what/is/90sr
palm,1,where/is,where/is/palm
organizations,1,what,what/organizations
and,1,what/organizations,what/organizations/and
11th,1,who/placed,who/placed/11th
centerport,1,where/is,where/is/centerport
denyer,1,who/did,who/did/denyer
and,1,what/competitions,what/competitions/and
in,1,which/role,which/role/in
ed,1,what/was,what/was/ed
13,1,who/received,who/received/13
chosen,1,how/many,how/many/chosen
indoor,1,which,which/indoor
event,1,which/indoor,which/indoor/event
three,1,who/won,who/won/three
madison,1,where/did,where/did/madison
was,1,which/term,which/term/was
brough,1,did/joe,did/joe/brough
